created_at,id,text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Thu Jan 01 15:57:31 +0000 2015,550682238757523456,"NEW | 1,063 Syrian refugees resettled in Canada: http://t.co/pTz1mOi3gv #cdnpoli #hw",3,5,74186967,CBC Politics,CBCPolitics,"Ottawa, CANADA",The CBC's Parliamentary Bureau on Twitter (photo: Patrick Morrell/CBC),303,223281,,
Thu Jan 01 14:57:15 +0000 2015,550667072225542146,"Amarillo,TX: Unbelievably frank description of a refugee overloaded city, #refugees #immigration http://t.co/1zjLyVmtJH via @wordpressdotcom",1,4,1209148250,Ann Corcoran 🇺🇸,RefugeeWatcher,Maryland,"Refugee Resettlement Watch is back!  The speech police thought they had killed my 12 years of work, but they have not succeeded!",1034,16527,,NoXenophobia
Wed Dec 31 15:59:20 +0000 2014,550320308323106817,#Palestinian refugees cannot return to their lands but Jewish immigration to Israel hits 10-year high http://t.co/lE3r2c4Td0,0,3,1864042958,Love 4 Palestine,WithPalestine,"Jerusalem, PALESTINE","The Palestinian cause is not for Palestinians only, but a cause for every revolutionary, as a cause of the exploited and oppressed masses. Ghassan Kanafani",1909,1546,RestartTheRescue|refugees,Ed_Miliband
Wed Dec 31 14:31:43 +0000 2014,550298259973894145,Daniel Pipes: Sweden opting for suicide by #immigration? #asylum #refugees http://t.co/TIcvryc0TU via @wordpressdotcom,1,2,1209148250,Ann Corcoran 🇺🇸,RefugeeWatcher,Maryland,"Refugee Resettlement Watch is back!  The speech police thought they had killed my 12 years of work, but they have not succeeded!",1034,16527,asylum|immigration|refugees,wordpressdotcom
Wed Dec 31 10:52:55 +0000 2014,550243197616545792,Letter writer: Refugee resettlement an affront to States' Rights #refugees #immigration http://t.co/YOpxy9tQrL via @wordpressdotcom,3,2,1209148250,Ann Corcoran 🇺🇸,RefugeeWatcher,Maryland,"Refugee Resettlement Watch is back!  The speech police thought they had killed my 12 years of work, but they have not succeeded!",1034,16527,ImmigrationAction|Migration|greece|immigration|nodetention|refugees|sans,
Thu Jan 01 15:16:26 +0000 2015,550671900901654528,"Changes to #cdnimm to watch for in 2015, incl #ExpressEntry, gov't response to Syrian #refugees, appeal of #IFHP case http://t.co/hxXLKWrF9U",0,2,2270196721,Y.Y. Brandon Chen,YYBrandonChen,"Ottawa, Ontario, Canada","Law prof @uocommonlaw, SJD/JD/MSW from @UTLaw, with interests in health, migration, substantive equality, social justice & constitutional law. He/him.",407,974,EU|refugees|sosrefugees,
Mon Dec 29 09:49:54 +0000 2014,549502562043711488,Συνέντευξη Τύπου για τους Σύρους πρόσφυγες την Τρίτη http://t.co/ACXYiYMVkL #syrianrefugeesgr #Syria #HumanRights #refugees #immigration,0,2,896382234,EFSYN,EFSYNTAKTON,,Η «Εφημερίδα των Συντακτών» στο Twitter,235,85464,HumanRights|Syria|immigration|refugees|syrianrefugeesgr,
Tue Dec 30 11:22:14 +0000 2014,549888186403401728,Director of the Office or Refugee Resettlement Resigns #refugees #immigration http://t.co/waNGJDduVX via @wordpressdotcom,0,2,1209148250,Ann Corcoran 🇺🇸,RefugeeWatcher,Maryland,"Refugee Resettlement Watch is back!  The speech police thought they had killed my 12 years of work, but they have not succeeded!",1034,16527,immigration|refugees,wordpressdotcom
Mon Dec 29 12:50:22 +0000 2014,549547976650407936,RT @ImmPolicyCenter: Pittsburgh tries to attract enterprising immigrants and #refugees → http://t.co/bKUI2BESH6 #immigration,1,1,19616851,International House,Intlhouse,"Charlotte, NC USA","We offer cultural, citizen diplomacy, English language and American civics programs & run an immigration law clinic. We’re a great place to volunteer!",358,1616,CounterJihad|Immigration|RT|Refugees|tcot,securefreedom
Thu Jan 01 21:56:13 +0000 2015,550772506336821248,@GuardianAus @WhitefordPeter wondering when Japan will recraft it's immigration policy.Did you know that last year they accepted 9 refugees!,1,1,812474688,Croydon Cathy,croydoncathy,,"Australian working class girl made good. Member of ARM, ALP & Emily's List, Mum of 2. Bound to offend at least one tribe of followers at any one time",3657,2050,immigration,
